image_name,tags
test_8558,clear primary
test_8559,clear primary
test_8560,cloudy
test_8561,water clear habitation cultivation primary agriculture
test_8562,partly_cloudy primary
test_8563,road water clear primary
test_8564,cloudy
test_8565,clear primary agriculture
test_8566,haze primary
test_8567,road water clear primary
test_8568,clear primary
test_8569,clear primary
test_8570,clear primary
test_8571,clear primary
test_8572,road clear habitation primary agriculture
test_8573,partly_cloudy primary agriculture
test_8574,road water clear primary agriculture
test_8575,clear primary
test_8576,clear primary
test_8577,road clear habitation primary agriculture
test_8578,partly_cloudy water primary
test_8579,clear primary
test_8580,clear primary
test_8581,cloudy
test_8582,cloudy
test_8583,clear primary
test_8584,clear primary
test_8585,road clear primary agriculture
test_8586,clear primary
test_8587,clear primary
test_8588,clear primary
test_8589,clear cultivation primary agriculture
test_8590,water clear primary
test_8591,haze primary agriculture
test_8592,clear primary
test_8593,clear primary
test_8594,clear primary
test_8595,road clear habitation primary agriculture
test_8596,clear primary
test_8597,clear primary
test_8598,clear primary
test_8599,water primary
test_8600,clear primary
test_8601,partly_cloudy primary agriculture
test_8602,clear cultivation primary agriculture
test_8603,partly_cloudy road primary agriculture
test_8604,clear cultivation primary agriculture
test_8605,clear primary
test_8606,clear primary
test_8607,road clear primary agriculture
test_8608,clear primary
test_8609,road water haze primary agriculture
test_8610,partly_cloudy primary
test_8611,partly_cloudy primary
test_8612,partly_cloudy primary
test_8613,partly_cloudy road primary agriculture
test_8614,partly_cloudy primary
test_8615,water clear primary
test_8616,clear primary
test_8617,clear primary
test_8618,clear primary
test_8619,haze primary
test_8620,road water clear cultivation primary agriculture
test_8621,road clear habitation primary agriculture
test_8622,partly_cloudy primary
test_8623,road clear primary agriculture
test_8624,clear primary
test_8625,partly_cloudy primary
test_8626,road clear primary agriculture
test_8627,clear primary
test_8628,partly_cloudy primary
test_8629,clear primary
test_8630,clear primary
test_8631,partly_cloudy cultivation primary agriculture
test_8632,clear primary
test_8633,road clear primary agriculture
test_8634,clear primary
test_8635,clear primary agriculture
test_8636,road clear habitation primary agriculture
test_8637,water clear primary
test_8638,clear primary
test_8639,partly_cloudy primary
test_8640,clear primary agriculture
test_8641,partly_cloudy primary agriculture
test_8642,clear cultivation primary agriculture
test_8643,water clear primary
test_8644,haze primary
test_8645,clear primary
test_8646,clear primary
test_8647,partly_cloudy primary
test_8648,partly_cloudy primary
test_8649,clear primary
test_8650,clear primary
test_8651,clear primary
test_8652,road water clear primary agriculture
test_8653,clear primary
test_8654,water clear primary
test_8655,clear primary
test_8656,clear cultivation primary agriculture
test_8657,road clear primary agriculture
test_8658,clear primary
test_8659,water clear primary
test_8660,road clear habitation primary agriculture
test_8661,haze primary
test_8662,partly_cloudy road habitation primary agriculture
test_8663,partly_cloudy primary
test_8664,road clear primary agriculture
test_8665,clear primary
test_8666,road clear habitation primary agriculture
test_8667,clear primary
test_8668,clear primary
test_8669,road clear primary agriculture
test_8670,clear primary
test_8671,clear primary
test_8672,haze primary
test_8673,clear primary
test_8674,clear primary
test_8675,road habitation primary agriculture
test_8676,road clear primary agriculture
test_8677,water clear primary
test_8678,road water clear primary agriculture
test_8679,cloudy
test_8680,partly_cloudy primary
test_8681,road clear primary agriculture
test_8682,road clear primary agriculture
test_8683,clear primary
test_8684,road clear primary agriculture
test_8685,cloudy
test_8686,road clear primary agriculture
test_8687,road clear habitation primary agriculture
test_8688,partly_cloudy road habitation primary agriculture
test_8689,clear cultivation primary agriculture
test_8690,road clear primary agriculture
test_8691,cloudy
test_8692,clear primary
test_8693,partly_cloudy primary
test_8694,road water clear primary agriculture
test_8695,road clear primary agriculture
test_8696,water haze primary agriculture
test_8697,haze primary
test_8698,road clear primary agriculture
test_8699,clear primary
test_8700,clear primary
test_8701,partly_cloudy road primary agriculture
test_8702,clear primary
test_8703,road clear primary agriculture
test_8704,clear primary
test_8705,cloudy
test_8706,cloudy
test_8707,clear primary
test_8708,clear primary
test_8709,water clear primary
test_8710,clear primary
test_8711,partly_cloudy primary
test_8712,water
test_8713,clear primary agriculture
test_8714,clear primary
test_8715,clear primary
test_8716,primary
test_8717,clear primary
test_8718,clear primary
test_8719,clear primary
test_8720,road clear habitation agriculture
test_8721,clear primary
test_8722,partly_cloudy water primary
test_8723,clear primary
test_8724,partly_cloudy primary
test_8725,clear primary
test_8726,clear cultivation primary
test_8727,clear primary
test_8728,clear primary
test_8729,partly_cloudy road habitation primary agriculture
test_8730,clear primary
test_8731,clear primary
test_8732,road clear primary agriculture
test_8733,clear primary
test_8734,clear primary
test_8735,clear primary
test_8736,partly_cloudy primary
test_8737,clear primary agriculture
test_8738,water clear primary
test_8739,partly_cloudy primary agriculture
test_8740,clear primary
test_8741,road clear primary agriculture
test_8742,clear primary
test_8743,road clear habitation primary agriculture
test_8744,partly_cloudy primary
test_8745,clear primary
test_8746,cloudy
test_8747,partly_cloudy primary
test_8748,clear primary
test_8749,partly_cloudy primary
test_8750,clear primary
test_8751,road clear habitation
test_8752,partly_cloudy primary
test_8753,water clear
test_8754,partly_cloudy primary
test_8755,clear primary
test_8756,partly_cloudy road primary agriculture
test_8757,haze primary
test_8758,clear primary
test_8759,clear primary
test_8760,clear primary
test_8761,road clear habitation primary agriculture
test_8762,road clear primary agriculture
test_8763,clear primary
test_8764,partly_cloudy clear primary agriculture
test_8765,clear primary
test_8766,water clear primary
test_8767,clear primary
test_8768,partly_cloudy water primary
test_8769,water clear primary
test_8770,water clear primary
test_8771,water clear primary
test_8772,partly_cloudy primary agriculture
test_8773,road clear primary agriculture
test_8774,clear primary
test_8775,clear primary
test_8776,clear primary
test_8777,clear primary
test_8778,clear cultivation primary
test_8779,clear primary
test_8780,partly_cloudy water primary agriculture
test_8781,partly_cloudy primary
test_8782,clear primary
test_8783,haze primary
test_8784,road clear habitation primary agriculture
test_8785,primary
test_8786,clear primary
test_8787,water clear primary agriculture
test_8788,clear primary
test_8789,clear primary
test_8790,cloudy
test_8791,clear primary
test_8792,partly_cloudy primary
test_8793,partly_cloudy primary agriculture
test_8794,road water clear primary
test_8795,cloudy
test_8796,clear primary
test_8797,partly_cloudy water primary
test_8798,clear primary
test_8799,clear primary
test_8800,clear primary
test_8801,clear primary
test_8802,partly_cloudy primary
test_8803,clear cultivation primary agriculture
test_8804,cloudy
test_8805,clear primary
test_8806,partly_cloudy primary
test_8807,clear primary
test_8808,clear primary
test_8809,clear primary
test_8810,clear primary
test_8811,clear primary
test_8812,road clear habitation primary agriculture
test_8813,water clear primary
test_8814,road water clear primary
test_8815,water haze primary
test_8816,clear primary agriculture
test_8817,clear primary
test_8818,water clear
test_8819,partly_cloudy cultivation primary agriculture
test_8820,haze primary
test_8821,clear cultivation primary agriculture
test_8822,clear primary
test_8823,clear primary
test_8824,clear primary
test_8825,road clear habitation primary agriculture
test_8826,partly_cloudy road primary agriculture
test_8827,partly_cloudy primary
test_8828,clear primary
test_8829,cloudy
test_8830,clear primary
test_8831,road clear primary agriculture
test_8832,road clear primary agriculture
test_8833,clear primary
test_8834,partly_cloudy road water primary
test_8835,partly_cloudy primary agriculture
test_8836,partly_cloudy road primary agriculture
test_8837,clear primary
test_8838,clear primary
test_8839,clear primary
test_8840,road clear primary agriculture
test_8841,clear primary
test_8842,clear primary agriculture
test_8843,clear primary
test_8844,partly_cloudy road primary agriculture
test_8845,road water haze primary
test_8846,partly_cloudy primary
test_8847,road clear habitation primary agriculture
test_8848,road water clear habitation primary agriculture
test_8849,water clear primary
test_8850,clear primary
test_8851,partly_cloudy primary agriculture
test_8852,clear primary
test_8853,clear primary agriculture
test_8854,clear primary agriculture
test_8855,partly_cloudy primary
test_8856,partly_cloudy primary
test_8857,road clear habitation primary agriculture
test_8858,clear primary agriculture
test_8859,partly_cloudy primary
test_8860,partly_cloudy primary
test_8861,water clear primary
test_8862,clear primary
test_8863,clear primary
test_8864,clear primary
test_8865,clear primary
test_8866,road clear primary agriculture
test_8867,road clear primary agriculture
test_8868,clear primary
test_8869,clear primary
test_8870,road water clear primary agriculture
test_8871,clear haze primary agriculture
test_8872,road water clear primary agriculture
test_8873,clear primary
test_8874,clear cultivation primary agriculture
test_8875,cloudy
test_8876,clear primary
test_8877,clear primary
test_8878,clear primary agriculture
test_8879,clear primary
test_8880,clear primary
test_8881,haze primary
test_8882,partly_cloudy primary agriculture
test_8883,partly_cloudy road primary agriculture
test_8884,primary
test_8885,road clear habitation primary agriculture
test_8886,clear primary
test_8887,clear primary
test_8888,clear primary
test_8889,clear primary
test_8890,haze primary
test_8891,road habitation primary agriculture
test_8892,water clear primary
test_8893,partly_cloudy primary
test_8894,road clear primary agriculture
test_8895,clear primary
test_8896,clear cultivation primary agriculture
test_8897,cloudy
test_8898,clear primary
test_8899,partly_cloudy road water primary
test_8900,clear cultivation primary agriculture
test_8901,partly_cloudy road clear primary agriculture
test_8902,partly_cloudy road primary agriculture
test_8903,road clear agriculture
test_8904,road clear primary
test_8905,clear primary agriculture
test_8906,clear primary agriculture
test_8907,clear primary
test_8908,road clear primary agriculture
test_8909,cloudy
test_8910,road clear primary agriculture
test_8911,clear cultivation primary agriculture
test_8912,clear cultivation primary agriculture
test_8913,clear cultivation primary agriculture
test_8914,partly_cloudy primary
test_8915,partly_cloudy primary agriculture
test_8916,road clear primary agriculture
test_8917,clear primary
test_8918,clear primary
test_8919,clear primary
test_8920,haze primary
test_8921,road clear primary agriculture
test_8922,clear primary
test_8923,clear primary
test_8924,road clear primary agriculture
test_8925,clear primary
test_8926,partly_cloudy road primary agriculture
test_8927,clear primary
test_8928,clear primary
test_8929,water haze primary
test_8930,clear cultivation primary
test_8931,cloudy
test_8932,road water clear primary
test_8933,partly_cloudy primary
test_8934,clear primary
test_8935,clear primary
test_8936,road clear primary agriculture
test_8937,partly_cloudy road primary agriculture
test_8938,road water clear primary agriculture
test_8939,road clear primary agriculture
test_8940,clear primary
test_8941,clear cultivation primary
test_8942,partly_cloudy primary agriculture
test_8943,clear primary
test_8944,clear primary
test_8945,clear primary
test_8946,cloudy
test_8947,water clear primary
test_8948,road water clear primary agriculture
test_8949,clear primary
test_8950,clear primary
test_8951,clear primary
test_8952,clear cultivation primary
test_8953,road water clear primary agriculture
test_8954,road clear primary agriculture
test_8955,clear primary
test_8956,road clear habitation primary agriculture
test_8957,road clear primary agriculture
test_8958,water clear primary
test_8959,partly_cloudy cultivation primary agriculture
test_8960,clear primary agriculture
test_8961,clear primary
test_8962,clear primary
test_8963,clear primary
test_8964,water clear habitation primary agriculture
test_8965,road clear habitation primary
test_8966,clear primary
test_8967,clear primary
test_8968,road clear primary agriculture
test_8969,clear primary
test_8970,clear primary
test_8971,partly_cloudy primary agriculture
test_8972,clear primary
test_8973,clear primary agriculture
test_8974,clear primary agriculture
test_8975,haze primary
test_8976,clear
test_8977,partly_cloudy primary
test_8978,clear primary agriculture
test_8979,clear primary
test_8980,clear primary
test_8981,partly_cloudy primary
test_8982,road clear primary agriculture
test_8983,clear cultivation primary
test_8984,haze primary
test_8985,clear cultivation primary
test_8986,clear primary agriculture
test_8987,haze primary agriculture
test_8988,clear primary
test_8989,haze primary
test_8990,road clear primary agriculture
test_8991,haze primary
test_8992,water clear primary
test_8993,road clear primary agriculture
test_8994,road clear primary agriculture
test_8995,partly_cloudy road primary agriculture
test_8996,road clear primary
test_8997,clear primary
test_8998,clear primary
test_8999,clear primary
test_9000,haze primary
test_9001,road clear habitation primary agriculture
test_9002,clear haze primary
test_9003,partly_cloudy primary
test_9004,haze primary
test_9005,clear primary
test_9006,clear primary agriculture
test_9007,clear primary
test_9008,road clear habitation primary
test_9009,road water clear primary agriculture
test_9010,clear primary
test_9011,clear primary
test_9012,clear primary
test_9013,cloudy
test_9014,partly_cloudy primary
test_9015,cloudy
test_9016,road clear habitation primary agriculture
test_9017,partly_cloudy primary
test_9018,clear primary
test_9019,road clear primary agriculture
test_9020,clear primary
test_9021,cloudy
test_9022,partly_cloudy primary
test_9023,water clear primary agriculture
test_9024,water clear cultivation primary
test_9025,partly_cloudy clear primary
test_9026,partly_cloudy cultivation primary agriculture
test_9027,road clear habitation primary agriculture
test_9028,water clear primary
test_9029,partly_cloudy clear primary
test_9030,clear primary
test_9031,clear primary
test_9032,partly_cloudy primary agriculture
test_9033,road water haze primary agriculture
test_9034,clear primary
test_9035,clear primary
test_9036,cloudy
test_9037,clear primary
test_9038,water clear primary
test_9039,cloudy
test_9040,clear primary
test_9041,clear primary
test_9042,clear primary
test_9043,clear primary
test_9044,clear primary
test_9045,clear primary
test_9046,water clear primary
test_9047,partly_cloudy primary agriculture
test_9048,clear primary
test_9049,clear primary agriculture
test_9050,road clear habitation primary agriculture
test_9051,road clear primary agriculture
test_9052,cloudy
test_9053,water clear primary
test_9054,clear primary
test_9055,clear cultivation primary agriculture
test_9056,cloudy
test_9057,road water clear primary agriculture
test_9058,road clear primary
test_9059,clear primary agriculture
test_9060,clear primary
test_9061,clear primary
test_9062,cloudy
test_9063,clear primary
test_9064,water clear primary agriculture
test_9065,clear cultivation primary agriculture
test_9066,road clear primary agriculture
test_9067,clear primary
test_9068,clear primary
test_9069,clear primary
test_9070,clear primary
test_9071,clear haze primary agriculture
test_9072,clear primary
test_9073,clear primary
test_9074,partly_cloudy cultivation primary agriculture
test_9075,clear cultivation primary agriculture
test_9076,road clear habitation primary agriculture
test_9077,clear primary
test_9078,partly_cloudy primary
test_9079,clear primary
test_9080,clear primary agriculture
test_9081,clear primary
test_9082,haze primary
test_9083,clear primary
test_9084,water clear primary
test_9085,clear cultivation primary agriculture
test_9086,clear primary
test_9087,water clear primary
test_9088,partly_cloudy road primary agriculture
test_9089,cloudy
test_9090,clear primary
test_9091,clear primary
test_9092,road clear habitation primary agriculture
test_9093,clear primary
test_9094,clear primary
test_9095,road clear primary
test_9096,clear primary
test_9097,partly_cloudy primary
test_9098,clear primary agriculture
test_9099,clear primary
test_9100,haze primary
test_9101,cloudy
test_9102,water clear primary
test_9103,clear primary
test_9104,partly_cloudy primary
test_9105,road clear primary agriculture
test_9106,road clear habitation primary agriculture
test_9107,clear primary
test_9108,road water clear primary agriculture
test_9109,partly_cloudy primary agriculture
test_9110,clear cultivation primary agriculture
test_9111,clear primary
test_9112,road clear habitation primary agriculture
test_9113,clear primary
test_9114,partly_cloudy road primary agriculture
test_9115,clear primary
test_9116,partly_cloudy primary agriculture
test_9117,clear cultivation primary agriculture
test_9118,clear cultivation primary agriculture
test_9119,clear primary
test_9120,clear primary agriculture
test_9121,partly_cloudy primary
test_9122,partly_cloudy primary
test_9123,clear primary
test_9124,
test_9125,partly_cloudy primary
test_9126,partly_cloudy primary
test_9127,water clear primary agriculture
test_9128,road clear primary agriculture
test_9129,road clear primary agriculture
test_9130,clear primary
test_9131,clear primary
test_9132,cloudy
test_9133,clear primary
test_9134,water primary
test_9135,road clear primary agriculture
test_9136,clear primary
test_9137,road clear primary agriculture
test_9138,clear primary
test_9139,clear cultivation primary agriculture
test_9140,water clear primary
test_9141,clear cultivation primary agriculture
test_9142,clear primary
test_9143,clear primary
test_9144,clear primary
test_9145,clear cultivation primary agriculture
test_9146,clear primary
test_9147,partly_cloudy road primary agriculture
test_9148,road clear primary
test_9149,clear primary
test_9150,partly_cloudy water primary
test_9151,road clear habitation primary agriculture
test_9152,clear primary
test_9153,clear primary
test_9154,partly_cloudy cultivation primary agriculture
test_9155,road clear habitation primary agriculture
test_9156,road clear habitation primary agriculture
test_9157,road clear habitation primary agriculture
test_9158,clear primary
test_9159,road clear primary agriculture
test_9160,road clear primary agriculture
test_9161,clear primary
test_9162,haze primary
test_9163,partly_cloudy road primary agriculture
test_9164,water clear cultivation primary agriculture
test_9165,haze primary
test_9166,water clear primary agriculture
test_9167,cloudy
test_9168,clear primary
test_9169,road clear primary agriculture
test_9170,road clear primary
test_9171,partly_cloudy primary
test_9172,road clear primary agriculture
test_9173,road clear primary
test_9174,road clear primary agriculture
test_9175,road clear habitation primary agriculture
test_9176,haze primary
test_9177,clear primary
test_9178,clear primary
test_9179,cloudy
test_9180,clear primary
test_9181,clear cultivation primary
test_9182,clear primary
test_9183,clear primary
test_9184,road clear habitation primary agriculture
test_9185,road clear habitation cultivation primary agriculture
test_9186,water clear
test_9187,road clear primary
test_9188,haze primary
test_9189,haze primary
test_9190,road clear primary agriculture
test_9191,clear primary
test_9192,clear primary
test_9193,partly_cloudy primary
test_9194,clear cultivation primary
test_9195,clear primary
test_9196,clear primary
test_9197,partly_cloudy primary
test_9198,clear primary
test_9199,partly_cloudy road primary agriculture
test_9200,clear primary
test_9201,partly_cloudy primary agriculture
test_9202,partly_cloudy primary
test_9203,partly_cloudy cultivation primary agriculture
test_9204,clear primary
test_9205,road clear habitation primary agriculture
test_9206,road clear habitation agriculture
test_9207,partly_cloudy water primary agriculture
test_9208,road clear primary agriculture
test_9209,road clear primary agriculture
test_9210,clear primary
test_9211,clear primary
test_9212,clear primary
test_9213,haze primary
test_9214,clear primary agriculture
test_9215,clear primary
test_9216,road clear habitation cultivation primary agriculture
test_9217,water clear primary agriculture
test_9218,partly_cloudy road primary agriculture
test_9219,haze primary
test_9220,partly_cloudy primary agriculture
test_9221,clear cultivation primary agriculture
test_9222,clear primary
test_9223,partly_cloudy primary
test_9224,clear primary
test_9225,water clear primary agriculture
test_9226,clear
test_9227,partly_cloudy road habitation primary agriculture
test_9228,clear cultivation primary agriculture
test_9229,road clear primary agriculture
test_9230,clear primary
test_9231,road clear habitation primary agriculture
test_9232,clear primary
test_9233,water clear primary
test_9234,cloudy
test_9235,road water clear primary agriculture
test_9236,clear cultivation primary agriculture
test_9237,clear primary
test_9238,partly_cloudy primary
test_9239,road clear agriculture
test_9240,clear cultivation primary
test_9241,clear primary
test_9242,clear primary
test_9243,clear primary
test_9244,clear cultivation primary agriculture
test_9245,clear primary
test_9246,partly_cloudy road primary agriculture
test_9247,clear primary
test_9248,cloudy haze primary
test_9249,cloudy haze primary
test_9250,partly_cloudy primary
test_9251,partly_cloudy water primary
test_9252,road clear primary agriculture
test_9253,partly_cloudy primary
test_9254,partly_cloudy primary agriculture
test_9255,partly_cloudy primary
test_9256,road clear habitation cultivation primary agriculture
test_9257,road water clear primary
test_9258,clear primary
test_9259,clear primary
test_9260,clear primary
test_9261,haze primary
test_9262,cloudy
test_9263,water clear primary
test_9264,partly_cloudy water primary agriculture
test_9265,clear primary
test_9266,clear primary
test_9267,partly_cloudy primary
test_9268,clear primary
test_9269,partly_cloudy road primary agriculture
test_9270,
test_9271,road water clear primary
test_9272,road clear primary agriculture
test_9273,clear primary
test_9274,clear primary
test_9275,clear primary
test_9276,clear primary agriculture
test_9277,partly_cloudy primary
test_9278,partly_cloudy primary
test_9279,clear primary
test_9280,haze primary
test_9281,partly_cloudy primary
test_9282,partly_cloudy road water primary
test_9283,clear primary
test_9284,partly_cloudy road primary agriculture
test_9285,clear primary
test_9286,partly_cloudy
test_9287,road water clear habitation primary agriculture
test_9288,road clear habitation primary agriculture
test_9289,cloudy
test_9290,clear primary
test_9291,partly_cloudy primary
test_9292,partly_cloudy primary
test_9293,partly_cloudy primary
test_9294,clear primary
test_9295,haze primary
test_9296,clear primary
test_9297,clear primary
test_9298,partly_cloudy primary agriculture
test_9299,clear primary
test_9300,clear primary
test_9301,partly_cloudy primary
test_9302,clear primary
test_9303,clear primary
test_9304,clear primary
test_9305,clear primary
test_9306,road clear habitation primary agriculture
test_9307,road primary agriculture
test_9308,clear primary
test_9309,road clear habitation primary agriculture
test_9310,partly_cloudy primary
test_9311,road water haze primary
test_9312,partly_cloudy water primary agriculture
test_9313,cloudy
test_9314,road clear primary agriculture
test_9315,cloudy
test_9316,road clear primary agriculture
test_9317,clear primary agriculture
test_9318,clear primary
test_9319,clear primary
test_9320,partly_cloudy water primary
test_9321,clear cultivation primary agriculture
test_9322,clear primary
test_9323,clear primary
test_9324,partly_cloudy primary agriculture
test_9325,clear primary
test_9326,road clear selective_logging primary
test_9327,haze primary
test_9328,haze primary
test_9329,water clear primary
test_9330,clear primary
test_9331,road clear primary agriculture
test_9332,clear cultivation primary agriculture
test_9333,clear primary
test_9334,partly_cloudy primary
test_9335,road clear habitation primary agriculture
test_9336,clear primary
test_9337,clear primary agriculture
test_9338,road clear primary
test_9339,partly_cloudy primary
test_9340,clear primary
test_9341,clear primary
test_9342,clear primary
test_9343,partly_cloudy primary
test_9344,road water clear selective_logging primary
test_9345,clear primary agriculture
test_9346,clear cultivation primary agriculture
test_9347,clear primary
test_9348,clear primary
test_9349,clear primary
test_9350,partly_cloudy primary
test_9351,partly_cloudy primary
test_9352,partly_cloudy water cultivation primary agriculture
test_9353,road clear primary agriculture
test_9354,water clear primary
test_9355,water clear primary
test_9356,haze primary
test_9357,clear primary
test_9358,road water clear primary
test_9359,clear primary
test_9360,clear primary
test_9361,clear cultivation primary
test_9362,clear cultivation primary agriculture
test_9363,cloudy
test_9364,clear primary
test_9365,clear primary agriculture
test_9366,clear primary agriculture
test_9367,cloudy
test_9368,clear primary
test_9369,clear primary
test_9370,partly_cloudy road primary agriculture
test_9371,clear primary
test_9372,clear primary
test_9373,road clear primary agriculture
test_9374,road clear habitation primary agriculture
test_9375,clear primary agriculture
test_9376,water clear primary
test_9377,clear primary
test_9378,road clear primary agriculture
test_9379,clear primary
test_9380,clear primary
test_9381,clear primary
test_9382,
test_9383,road water clear primary agriculture
test_9384,partly_cloudy primary
test_9385,partly_cloudy primary
test_9386,road clear primary agriculture
test_9387,clear cultivation primary agriculture
test_9388,clear primary agriculture
test_9389,clear primary
test_9390,road water clear primary agriculture
test_9391,clear cultivation primary agriculture
test_9392,clear primary
test_9393,clear primary
test_9394,clear primary
test_9395,clear primary
test_9396,clear primary agriculture
test_9397,partly_cloudy road water cultivation primary agriculture
test_9398,clear primary
test_9399,clear cultivation primary agriculture
test_9400,clear primary
test_9401,road clear primary agriculture
test_9402,road clear habitation primary agriculture
test_9403,clear primary agriculture
test_9404,clear primary
test_9405,water clear primary agriculture
test_9406,partly_cloudy primary
test_9407,partly_cloudy cultivation primary agriculture
test_9408,partly_cloudy road primary agriculture
test_9409,partly_cloudy primary
test_9410,partly_cloudy road primary agriculture
test_9411,water clear primary agriculture
test_9412,road clear primary agriculture
test_9413,clear primary
test_9414,partly_cloudy primary
test_9415,road clear habitation primary agriculture
test_9416,partly_cloudy road clear primary agriculture
test_9417,partly_cloudy primary
test_9418,partly_cloudy water primary
test_9419,road clear primary agriculture
test_9420,clear primary
test_9421,clear primary
test_9422,clear primary
test_9423,clear primary
test_9424,clear primary
test_9425,clear primary
test_9426,water clear primary
test_9427,clear primary
test_9428,road clear habitation primary agriculture
test_9429,partly_cloudy road primary agriculture
test_9430,road clear habitation primary
test_9431,road clear primary agriculture
test_9432,clear cultivation primary agriculture
test_9433,clear primary
test_9434,road water clear primary agriculture
test_9435,road clear habitation primary agriculture
test_9436,partly_cloudy primary
test_9437,clear primary agriculture
test_9438,road clear habitation primary agriculture
test_9439,partly_cloudy primary
test_9440,clear primary
test_9441,clear primary
test_9442,partly_cloudy primary
test_9443,road primary agriculture
test_9444,clear primary
test_9445,partly_cloudy road primary agriculture
test_9446,cloudy
test_9447,clear primary
test_9448,road haze primary agriculture
test_9449,haze primary
test_9450,road clear habitation primary agriculture
test_9451,clear primary
test_9452,partly_cloudy primary agriculture
test_9453,clear primary
test_9454,clear primary
test_9455,road clear habitation primary agriculture
test_9456,clear primary
test_9457,clear primary
test_9458,road clear cultivation primary agriculture
test_9459,clear cultivation primary agriculture
test_9460,cloudy
test_9461,clear primary
test_9462,cloudy
test_9463,water clear primary
test_9464,cloudy
test_9465,partly_cloudy road primary agriculture
test_9466,primary
test_9467,clear cultivation primary agriculture
test_9468,road clear habitation primary agriculture
test_9469,clear primary
test_9470,clear primary
test_9471,water clear primary
test_9472,clear primary
test_9473,clear primary
test_9474,clear primary
test_9475,clear primary
test_9476,road clear primary agriculture
test_9477,road clear primary agriculture
test_9478,clear primary
test_9479,clear primary
test_9480,clear primary
test_9481,partly_cloudy primary
test_9482,haze primary
test_9483,clear primary
test_9484,partly_cloudy road primary agriculture
test_9485,clear cultivation primary agriculture
test_9486,road water clear primary
test_9487,clear primary
test_9488,partly_cloudy water primary
test_9489,clear primary
test_9490,partly_cloudy primary
test_9491,clear primary
test_9492,partly_cloudy primary
test_9493,clear primary agriculture
test_9494,clear primary
test_9495,partly_cloudy water primary
test_9496,water
test_9497,clear primary
test_9498,clear primary
test_9499,road clear habitation primary agriculture
test_9500,road clear primary agriculture
test_9501,clear selective_logging primary
test_9502,clear primary
test_9503,partly_cloudy road primary agriculture
test_9504,partly_cloudy primary
test_9505,clear primary
test_9506,partly_cloudy road primary agriculture
test_9507,clear primary
test_9508,clear primary
test_9509,clear primary agriculture
test_9510,clear cultivation primary agriculture
test_9511,water clear primary
test_9512,clear primary
test_9513,partly_cloudy water primary
test_9514,primary
test_9515,partly_cloudy primary
test_9516,clear primary
test_9517,
test_9518,partly_cloudy primary
test_9519,road clear primary agriculture
test_9520,road water primary
test_9521,clear primary
test_9522,clear primary
test_9523,cloudy
test_9524,partly_cloudy primary
test_9525,road clear habitation primary agriculture
test_9526,clear cultivation primary agriculture
test_9527,clear primary
test_9528,clear primary
test_9529,road clear primary agriculture
test_9530,water clear primary
test_9531,road clear primary
test_9532,clear primary
test_9533,clear primary agriculture
test_9534,cloudy
test_9535,road water haze primary agriculture
test_9536,primary
test_9537,water clear primary
test_9538,clear primary
test_9539,road clear cultivation primary agriculture
test_9540,clear primary
test_9541,road clear primary agriculture
test_9542,cloudy
test_9543,clear primary
test_9544,partly_cloudy primary
test_9545,clear primary
test_9546,clear primary
test_9547,road clear habitation primary agriculture
test_9548,clear primary
test_9549,clear cultivation primary agriculture
test_9550,partly_cloudy primary
test_9551,partly_cloudy road primary agriculture
test_9552,clear primary
test_9553,water clear primary
test_9554,clear primary
test_9555,clear primary
test_9556,road clear primary agriculture
test_9557,road water clear primary
test_9558,haze primary
test_9559,clear cultivation primary agriculture
test_9560,road clear primary agriculture
test_9561,clear primary
test_9562,clear cultivation primary agriculture
test_9563,water clear primary
test_9564,partly_cloudy primary
test_9565,clear primary agriculture
test_9566,clear primary
test_9567,road water clear habitation primary agriculture
test_9568,water clear primary agriculture
test_9569,clear primary
test_9570,road clear primary
test_9571,clear primary
test_9572,clear primary
test_9573,cloudy
test_9574,clear primary
test_9575,water clear primary agriculture
test_9576,water clear
test_9577,clear primary
test_9578,cloudy
test_9579,water clear primary
test_9580,road clear habitation primary agriculture
test_9581,water clear primary
test_9582,road clear habitation primary agriculture
test_9583,partly_cloudy primary
test_9584,clear primary
test_9585,clear primary
test_9586,partly_cloudy primary
test_9587,water clear
test_9588,water haze primary
test_9589,cloudy
test_9590,clear primary
test_9591,road clear primary agriculture
test_9592,partly_cloudy primary agriculture
test_9593,partly_cloudy primary
test_9594,haze primary
test_9595,clear cultivation primary agriculture
test_9596,clear primary
test_9597,clear primary
test_9598,road clear primary
test_9599,clear primary
test_9600,clear primary agriculture
test_9601,partly_cloudy primary
test_9602,partly_cloudy primary agriculture
test_9603,clear primary
test_9604,clear selective_logging primary
test_9605,clear primary
test_9606,clear primary
test_9607,clear primary
test_9608,partly_cloudy road habitation primary agriculture
test_9609,road clear habitation primary agriculture
test_9610,clear cultivation primary agriculture
test_9611,water clear primary
test_9612,cloudy
test_9613,clear primary agriculture
test_9614,water clear primary
test_9615,road clear primary agriculture
test_9616,partly_cloudy road primary agriculture
test_9617,road water clear primary
test_9618,clear primary
test_9619,partly_cloudy primary
test_9620,clear primary
test_9621,clear primary
test_9622,clear primary
test_9623,partly_cloudy primary
test_9624,partly_cloudy primary
test_9625,clear primary
test_9626,partly_cloudy primary
test_9627,clear primary
test_9628,clear primary
test_9629,road clear habitation primary agriculture
